Id;Species;Accession Name;Origine Continent;Type (Wild/Cultivated);Sowing_Localisation;Replicate_nb (1/2);Plant_nb (1 to 3);Panicle_nb (1 to 3);Rachis_length (RL in cm);Primary Branch Number (PBN);Average of Primary Branch length in cm (PBL);Average of Internode along Primary Branch in cm (PBIL);Secondary Branch Number (SBN);Average of Secondary Branch length in cm (SBL);Average of Internode along secondary Branch in cm  (SBIL);Tertiary Branch Number (TBN);Spikelet Number (SpN)
Os14;Os;Pagaiyan;Asia;Cultivated;Cali-Colombia;2;3;3;12.12;11;8.84;1.21;36;1.68;0.34;0;190
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;1;1;13.97;12;10.09;1.27;48;2.19;0.52;0;274
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;1;2;12.55;10;10.31;1.39;36;2.19;0.32;5;223
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;1;3;10.19;8;16.32;1.45;50;2.36;0.16;1;242
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;2;1;11.6;10;10.86;1.29;34;2.19;0.79;0;189
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;2;2;12.22;9;10.16;1.53;37;2.53;0.32;0;210
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;2;3;10.46;12;15.15;0.95;68;2.18;0.31;4;356
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;3;1;12.76;10;12.21;1.42;61;2.38;0.21;5;345
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;3;2;14.55;12;10.41;1.32;48;2.21;0.37;2;294
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;1;3;3;11.51;11;10.52;1.15;50;1.95;0.46;1;252
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;1;1;13.63;11;12.06;1.36;63;2.37;0.27;2;357
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;1;2;12.86;12;10.97;1.17;62;2.27;0.2;1;313
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;1;3;9.32;10;12.21;1.03;57;2.02;0.3;5;310
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;2;1;9.35;8;10.68;1.33;39;2.05;0.29;3;201
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;2;2;12.87;11;11.11;1.29;51;2.13;0.21;2;287
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;2;3;13.42;12;8.41;1.22;36;1.99;0.44;1;220
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;3;1;12.51;9;11;1.56;44;2.25;0.25;3;249
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;3;2;13.14;12;10.67;1.19;57;2.22;0.25;1;309
Os15;Os;PtB09;Asia;Cultivated;Cali-Colombia;2;3;3;14.44;11;11.02;1.44;54;2.21;0.2;4;326
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;1;1;11.9;8;13.59;1.7;48;2.52;0.16;0;235
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;1;2;18.94;9;11.11;2.37;41;2.52;0.17;3;210
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;1;3;20.94;12;10.09;1.9;53;2.46;0.21;2;262
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;2;1;18.55;11;10.25;1.86;45;2.63;0.22;1;234
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;2;2;22.47;12;10.48;2.04;43;2.86;0.36;0;246
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;2;3;20.57;12;10.23;1.87;48;2.52;0.29;2;283
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;3;1;17.82;10;10.14;1.98;33;2.44;0.43;1;200
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;3;2;19.18;10;9.29;2.13;34;2.11;0.34;0;194
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;1;3;3;14.47;9;10.68;1.81;25;2.38;0.63;1;184
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;1;2;14.54;9;9.46;1.82;37;2.39;0.22;1;190
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;1;3;18.28;10;10.23;2.03;43;2.18;0.21;4;231
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;1;3;14.7;8;9.42;2.1;34;2.09;0.29;0;163
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;2;1;15.38;9;9.23;1.92;34;2.26;0.2;3;182
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;2;2;14.93;9;8.66;1.87;32;2.2;0.27;3;170
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;2;3;16.8;10;8.5;1.87;36;2.39;0.26;1;197
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;3;1;17.05;11;8.45;1.71;42;2.04;0.23;1;214
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;3;2;17.07;10;10.44;1.9;48;2.16;0.17;1;250
Os16;Os;Jumali;Asia;Cultivated;Cali-Colombia;2;3;3;14.25;10;16.16;1.58;52;2.16;0.23;0;218
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;1;1;14.44;13;7.43;1.2;29;1.97;0.44;1;187
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;1;2;16.66;14;8.21;1.28;35;2.01;0.31;0;207
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;1;3;17.73;15;8.32;1.27;43;2.01;0.22;0;251
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;2;1;15.99;15;7.59;1.14;29;1.96;0.7;0;189
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;2;2;16.92;13;8.28;1.41;34;2.03;0.3;0;190
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;2;3;14.87;12;8.47;1.35;36;2.09;0.21;1;182
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;3;1;15.92;13;8.38;1.33;34;1.92;0.35;0;191
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;3;2;14.83;12;8.34;1.35;33;1.97;0.34;0;213
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;1;3;3;17.48;14;8.04;1.35;40;1.82;0.17;0;210
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;1;1;15.3;14;7.12;1.18;33;1.75;0.27;1;183
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;1;2;14.04;14;7.48;1.08;33;1.77;0.32;0;180
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;1;3;14.88;14;7.23;1.15;38;1.75;0.32;0;199
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;2;1;14.34;12;8.13;1.3;40;1.84;0.2;0;212
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;2;2;15.22;13;7.6;1.27;36;1.8;0.32;0;184
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;2;3;14.35;13;7.86;1.2;32;1.76;0.4;0;187
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;3;1;15.5;13;7.29;1.29;32;1.88;0.24;0;179
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;3;2;13.45;12;7.56;1.22;32;2.01;0.38;0;184
Os17;Os;BM24;Asia;Cultivated;Cali-Colombia;2;3;3;14.78;14;7.13;1.14;30;1.8;0.3;0;182
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;1;1;14.56;15;8.6;1.04;56;1.97;0.31;0;265
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;1;2;12.84;12;9.78;1.17;53;2.08;0.39;0;259
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;2;1;12.16;12;9.95;1.11;54;2.27;0.28;0;275
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;2;2;13.02;12;9.66;1.18;51;2.01;0.38;0;250
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;2;3;12.5;11;9.39;1.25;43;1.99;0.43;0;222
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;3;1;10.95;11;10.8;1.09;53;2.27;0.3;0;260
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;3;2;11.96;12;9.95;1.09;53;2.18;0.35;0;275
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;1;3;3;11.92;11;9.79;1.19;51;2.14;0.36;0;244
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;1;1;12.05;11;10.76;1.2;55;2.24;0.28;0;249
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;1;2;12.37;12;9.65;1.12;56;2.17;0.2;0;279
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;1;3;11.4;12;8.8;1.04;47;2.06;0.29;0;244
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;2;1;10.75;11;9.77;1.08;55;1.91;0.3;0;247
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;2;2;12.15;11;10.32;1.21;56;2.29;0.18;0;290
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;2;3;12.41;12;9.6;1.13;56;2.04;0.23;0;279
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;3;1;11.97;12;9.25;1.09;45;2.17;0.37;0;242
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;3;2;12.44;12;9.69;1.13;58;2.04;0.23;0;287
Os18;Os;ASD1;Asia;Cultivated;Cali-Colombia;2;3;3;11.82;11;9.63;1.18;47;1.98;0.4;0;224
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;1;1;13.17;8;10.37;1.88;25;2.11;0.37;3;139
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;1;2;12.14;9;9.4;1.52;27;1.82;0.53;1;127
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;1;3;13.4;9;8.42;1.67;19;1.97;0.78;0;96
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;2;1;12.38;10;8.53;1.38;26;1.72;0.63;0;132
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;2;2;12.48;10;9.46;1.39;29;1.79;0.48;0;141
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;2;3;11.31;9;8.69;1.41;30;1.88;0.33;0;128
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;3;1;12.36;8;11.16;1.76;32;2.38;0.33;0;164
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;3;2;10.7;8;9.71;1.53;23;2.05;0.54;0;102
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;1;3;3;13.07;11;9.14;1.31;29;1.83;0.61;0;134
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;1;1;13.81;9;10.29;1.73;34;2.03;0.29;0;161
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;1;2;13.47;9;9.31;1.68;32;2.2;0.28;0;158
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;1;3;15.22;10;9.81;1.69;36;2.1;0.36;0;174
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;2;1;13.09;8;10.02;1.87;23;2.32;0.48;0;131
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;2;2;12.71;9;9.69;1.59;25;2.19;0.52;0;141
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;2;3;14.57;10;9.29;1.62;32;2.01;0.28;0;166
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;3;1;13.46;8;10.54;1.92;31;1.94;0.34;4;161
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;3;2;15.6;12;8.59;1.42;34;1.73;0.51;1;159
Os19;Os;HB19;Asia;Cultivated;Cali-Colombia;2;3;3;13.49;9;9.79;1.69;31;1.97;0.34;3;172
